"","cors"
"RP11.290F24.6",-0.0302098979373199
"RP11.379H18.1",-0.0302098979373199
"RP11.499P20.2",-0.0302098979373199
"RP11.582E3.6",-0.0302098979373199
"RP11.810P12.7",-0.0302098979373199
"RP3.417G15.1",-0.0302098979373199
"RPL41P5",-0.0302098979373199
"RPS18P9",-0.0302098979373199
"RPSAP36",-0.0302098979373199
"RUNX1",-0.0302098979373199
"SCAF1",-0.0302098979373199
"SETD1A",-0.0302098979373199
"SLA2",-0.0302098979373199
"SLC12A8",-0.0302098979373199
"SLC1A5",-0.0302098979373199
"SMCR8",-0.0302098979373199
"SNX16",-0.0302098979373199
"SOCS2",-0.0302098979373199
"SOCS7",-0.0302098979373199
"SRCAP",-0.0302098979373199
"TANGO6",-0.0302098979373199
"TCTEX1D2",-0.0302098979373199
"TEAD1",-0.0302098979373199
"THADA",-0.0302098979373199
"TNRC18",-0.0302098979373199
"TRAPPC10",-0.0302098979373199
"TRAT1",-0.0302098979373199
"UBE2O",-0.0302098979373199
"USP24",-0.0302098979373199
"USP45",-0.0302098979373199
"VPS33B",-0.0302098979373199
"WDR77",-0.0302098979373199
"XPO5",-0.0302098979373199
"XRRA1",-0.0302098979373199
"ZBTB11",-0.0302098979373199
"ZHX3",-0.0302098979373199
"ZNF136",-0.0302098979373199
"ZNF138",-0.0302098979373199
"ZNF408",-0.0302098979373199
"ZNF548",-0.0302098979373199
"ZNF595",-0.0302098979373199
"SMC5",-0.0301144357622407
"KIAA1324",-0.0299815941745638
"CXCL12",-0.0299740231536157
"DDX19A",-0.0299515376144157
"FAM76B",-0.0299515376144157
"FZR1",-0.0299515376144157
"GPR171",-0.0299515376144157
"GSTO2",-0.0299515376144157
"KCP",-0.0299515376144157
"KIN",-0.0299515376144157
"MED1",-0.0299515376144157
"NIF3L1",-0.0299515376144157
"NPLOC4",-0.0299515376144157
"PPT1",-0.0299515376144157
"PTPN6",-0.0299515376144157
"RP11.175B9.3",-0.0299515376144157
"SPIRE2",-0.0299515376144157
"TCF20",-0.0299515376144157
"TMEM165",-0.0299515376144157
"TRAPPC9",-0.0299515376144157
"ZNF57",-0.0299515376144157
"CTDNEP1",-0.0299064122065684
"TJP3",-0.0298562620882651
"ARAP2",-0.0298314932472513
"ARHGEF5",-0.0298314932472513
"ARMT1",-0.0298314932472513
"ATG9A",-0.0298314932472513
"BACH1",-0.0298314932472513
"C1orf35",-0.0298314932472513
"CIZ1",-0.0298314932472513
"FASTKD3",-0.0298314932472513
"NEK9",-0.0298314932472513
"RAB11FIP4",-0.0298314932472513
"RAB22A",-0.0298314932472513
"SCPEP1",-0.0298314932472513
"TXNDC15",-0.0298314932472513
"UBAP2L",-0.0298314932472513
"STAT1",-0.029749841274865
"STRA13",-0.0296983731332864
"GOLT1A",-0.0296786900187238
"RPL6P27",-0.029645139487125
"GNLY",-0.0295960441574097
"GRB7",-0.0295020254200025
"STMN1",-0.0293629897017364
"GLRX5",-0.0292945226939253
"USP15",-0.0292945226939253
"CDK7",-0.0292292278490571
"EIF4EBP1",-0.029099375236115
"TFDP1",-0.0289950756329773
"CD83",-0.0288788907982274
"GHRL",-0.0288788907982274
"RP11.172H24.4",-0.0288788907982274
"CFH",-0.0288666270619225
"DNM2",-0.0287116142121914
"ABCD1",-0.028693587277924
"RP11.670E13.6",-0.028693587277924
"CFAP97",-0.0286511801614048
"CHAC2",-0.0286511801614048
"CPA3",-0.0286511801614048
"DUSP2",-0.0286511801614048
"GPR82",-0.0286511801614048
"HCK",-0.0286511801614048
"RARRES2",-0.0286511801614048
"SPRYD3",-0.0286511801614048
"TM7SF2",-0.0286511801614048
"VPREB3",-0.0286511801614048
"WDR24",-0.0286511801614048
"EMP2",-0.028584908077161
"GK5",-0.028502141449592
"GRAMD1B",-0.028502141449592
"PRKAG1",-0.028502141449592
"MAD2L1",-0.0284198913600449
"PEX1",-0.0284198913600449
"TK1",-0.0283674207181923
"ACBD4",-0.0283543341159434
"MAGED2",-0.0283543341159434
"SENP6",-0.0283238150432185
"SHC1",-0.0283238150432185
"C14orf159",-0.0283148969614182
"ENDOG",-0.0283148969614182
"MED8",-0.0283148969614182
"NCBP3",-0.0283148969614182
"ZNF292",-0.0283148969614182
"ARL2BP",-0.0282701849452937
"CD8A",-0.0282701849452937
"TRAPPC12",-0.0282701849452937
"USP22",-0.0282701849452937
"VEZF1",-0.0282701849452937
"VPS16",-0.0282701849452937
"DDX23",-0.0282701849452937
"POLR2A",-0.0282701849452937
"API5",-0.0282020645605604
"ATP6V0B",-0.0280156386840748
"SLC6A6",-0.0277015166727178
"TPST2",-0.0277015166727178
"CDK10",-0.0275244994053543
"PAWR",-0.0274174758665681
"RBBP6",-0.0274174758665681
"RNF149",-0.0274174758665681
"ATF1",-0.0273778318931617
"CCAR2",-0.0273778318931617
"CHIC2",-0.0273778318931617
"EXOC3L4",-0.0273778318931617
"HTT",-0.0273778318931617
"NUFIP2",-0.0273778318931617
"PCIF1",-0.0273778318931617
"PHAX",-0.0273778318931617
"PLEKHA6",-0.0273778318931617
"SNHG16",-0.0273778318931617
"SEC61A1",-0.0272610081004387
"FRG1CP",-0.0272367801433303
"CHD4",-0.0272233667773991
"AC004453.8",-0.0271767887173178
"AP4M1",-0.0271767887173178
"C10orf76",-0.0271767887173178
"CBY1",-0.0271767887173178
"CCDC159",-0.0271767887173178
"CUTC",-0.0271767887173178
"EBPL",-0.0271767887173178
"EPB41L1",-0.0271767887173178
"EPM2AIP1",-0.0271767887173178
"EXOSC6",-0.0271767887173178
"FAM120B",-0.0271767887173178
"FBXW4",-0.0271767887173178
"GNL1",-0.0271767887173178
"JARID2",-0.0271767887173178
"KIAA1429",-0.0271767887173178
"KLF16",-0.0271767887173178
"KLF7",-0.0271767887173178
"KLHDC4",-0.0271767887173178
"LRRC57",-0.0271767887173178
"MYL5",-0.0271767887173178
"MYZAP",-0.0271767887173178
"PAX8.AS1",-0.0271767887173178
"PIGB",-0.0271767887173178
"PYGO2",-0.0271767887173178
"RIF1",-0.0271767887173178
"RP11.83A24.2",-0.0271767887173178
"SEC14L1",-0.0271767887173178
"SEMA3C",-0.0271767887173178
"SEPSECS",-0.0271767887173178
"SH3KBP1",-0.0271767887173178
"SHKBP1",-0.0271767887173178
"STRN",-0.0271767887173178
"THOC1",-0.0271767887173178
"TMX4",-0.0271767887173178
"TNK1",-0.0271767887173178
"TOMM40",-0.0271767887173178
"TTYH3",-0.0271767887173178
"UGT1A1",-0.0271767887173178
"USP20",-0.0271767887173178
"VCPKMT",-0.0271767887173178
"WWC1",-0.0271767887173178
"ZNF250",-0.0271767887173178
"ZRSR2",-0.0271767887173178
"BNIP3L",-0.0271286414310602
"CLPP",-0.0271286414310602
"DUS1L",-0.0271286414310602
"ELL2",-0.0271286414310602
"ADAMDEC1",-0.0270522433709442
"ABCA8",-0.0270046362988644
"ABCC6P2",-0.0270046362988644
"AC006129.2",-0.0270046362988644
"AC009005.2",-0.0270046362988644
"AC009120.6",-0.0270046362988644
"AC024592.9",-0.0270046362988644
"AC062017.1",-0.0270046362988644
"AC240274.1",-0.0270046362988644
"ACP6",-0.0270046362988644
"ADAM8",-0.0270046362988644
"ADAMTSL4.AS1",-0.0270046362988644
"AGFG2",-0.0270046362988644
"AIM1L",-0.0270046362988644
"ALG10B",-0.0270046362988644
"ALMS1",-0.0270046362988644
"ANO5",-0.0270046362988644
"AP001462.6",-0.0270046362988644
"AP4S1",-0.0270046362988644
"APITD1",-0.0270046362988644
"APOE",-0.0270046362988644
"ARHGAP9",-0.0270046362988644
"ARIH2OS",-0.0270046362988644
"ATG10",-0.0270046362988644
"BCL2",-0.0270046362988644
"BOD1",-0.0270046362988644
"BRPF1",-0.0270046362988644
"BUB1B",-0.0270046362988644
"C10orf88",-0.0270046362988644
"C15orf39",-0.0270046362988644
"C1orf162",-0.0270046362988644
"C2CD2",-0.0270046362988644
"C7orf49",-0.0270046362988644
"C9orf173.AS1",-0.0270046362988644
"CAD",-0.0270046362988644
"CAMTA2",-0.0270046362988644
"CAPS",-0.0270046362988644
"CC2D1B",-0.0270046362988644
"CCDC77",-0.0270046362988644
"CCDC85B",-0.0270046362988644
"CCL21",-0.0270046362988644
"CDCA7L",-0.0270046362988644
"CDT1",-0.0270046362988644
"CECR5.AS1",-0.0270046362988644
"CEP135",-0.0270046362988644
"CEP164",-0.0270046362988644
"CEP250",-0.0270046362988644
"CEP57L1",-0.0270046362988644
"CERS5",-0.0270046362988644
"CFAP221",-0.0270046362988644
"CH507.154B10.1",-0.0270046362988644
"CHRNB1",-0.0270046362988644
"COL6A3",-0.0270046362988644
"CSRNP2",-0.0270046362988644
"CTB.58E17.1",-0.0270046362988644
"CTC.529I10.1",-0.0270046362988644
"CTD.2006C1.2",-0.0270046362988644
"CTD.2410N18.4",-0.0270046362988644
"CTD.2553L13.10",-0.0270046362988644
"CTSW",-0.0270046362988644
"DCAF4",-0.0270046362988644
"DCAKD",-0.0270046362988644
"DDX58",-0.0270046362988644
"DENND1C",-0.0270046362988644
"DET1",-0.0270046362988644
"DLEU2",-0.0270046362988644
"E2F6",-0.0270046362988644
"EEF2K",-0.0270046362988644
"EHBP1",-0.0270046362988644
"ELK3",-0.0270046362988644
"ERCC3",-0.0270046362988644
"ERCC6L2",-0.0270046362988644
"EXOC5",-0.0270046362988644
"FAM219A",-0.0270046362988644
"FAM228B",-0.0270046362988644
"FGFBP1",-0.0270046362988644
"FITM2",-0.0270046362988644
"FOXA1",-0.0270046362988644
"FRG1HP",-0.0270046362988644
"FTLP14",-0.0270046362988644
"GIMAP1",-0.0270046362988644
"GINS3",-0.0270046362988644
"GJA1",-0.0270046362988644
"GLB1L2",-0.0270046362988644
"GNL3L",-0.0270046362988644
"GPSM2",-0.0270046362988644
"GZMM",-0.0270046362988644
"H3F3AP4",-0.0270046362988644
"HAUS2",-0.0270046362988644
"HELZ2",-0.0270046362988644
"HIRIP3",-0.0270046362988644
"HIST1H1E",-0.0270046362988644
"ICAM2",-0.0270046362988644
"IGLV5.45",-0.0270046362988644
"IL17RB",-0.0270046362988644
"INPP5E",-0.0270046362988644
"INTS2",-0.0270046362988644
"IRF9",-0.0270046362988644
"ISLR",-0.0270046362988644
"ITGA5",-0.0270046362988644
"ITPRIPL2",-0.0270046362988644
"JMY",-0.0270046362988644
"KCTD10",-0.0270046362988644
"KIAA1211L",-0.0270046362988644
"KLHDC1",-0.0270046362988644
"KMT2D",-0.0270046362988644
"L3HYPDH",-0.0270046362988644
"L3MBTL2",-0.0270046362988644
"LDOC1L",-0.0270046362988644
"LINC00476",-0.0270046362988644
"LINC01278",-0.0270046362988644
"LL22NC03.80A10.6",-0.0270046362988644
"LRRC37B",-0.0270046362988644
"LSMEM1",-0.0270046362988644
"LYPD6B",-0.0270046362988644
"MAPK7",-0.0270046362988644
"MARC1",-0.0270046362988644
"MORC4",-0.0270046362988644
"MOSPD1",-0.0270046362988644
"MRC1",-0.0270046362988644
"MYB",-0.0270046362988644
"MYPOP",-0.0270046362988644
"MZT1",-0.0270046362988644
"NAPA",-0.0270046362988644
"NFAT5",-0.0270046362988644
"NUDT6",-0.0270046362988644
"OCRL",-0.0270046362988644
"OSBPL11",-0.0270046362988644
"PAMR1",-0.0270046362988644
"PCLO",-0.0270046362988644
"PCSK4",-0.0270046362988644
"PEBP1P3",-0.0270046362988644
"PEX7",-0.0270046362988644
"PHF19",-0.0270046362988644
"PHKG1",-0.0270046362988644
"PINLYP",-0.0270046362988644
"PLEK",-0.0270046362988644
"PLS3",-0.0270046362988644
"PLTP",-0.0270046362988644
"PMS1",-0.0270046362988644
"POGK",-0.0270046362988644
"POLA2",-0.0270046362988644
"POLR1E",-0.0270046362988644
"PPME1",-0.0270046362988644
"PPP1R14A",-0.0270046362988644
"PPP3CB.AS1",-0.0270046362988644
"PPT2",-0.0270046362988644
"PRAF2",-0.0270046362988644
"PROS1",-0.0270046362988644
"PTGER2",-0.0270046362988644
"PVT1",-0.0270046362988644
"RAB11FIP2",-0.0270046362988644
"RABGEF1",-0.0270046362988644
"RAD51.AS1",-0.0270046362988644
"RASSF3",-0.0270046362988644
"RCL1",-0.0270046362988644
"RFT1",-0.0270046362988644
"RGS5",-0.0270046362988644
"RN7SL832P",-0.0270046362988644
"RNASEH2A",-0.0270046362988644
"RNF152",-0.0270046362988644
"RNF207",-0.0270046362988644
"RNF219",-0.0270046362988644
"RNF25",-0.0270046362988644
"RP1.40E16.12",-0.0270046362988644
"RP11.158I9.8",-0.0270046362988644
"RP11.25K19.1",-0.0270046362988644
"RP11.332M2.1",-0.0270046362988644
"RP11.395I6.3",-0.0270046362988644
"RP11.468E2.5",-0.0270046362988644
"RP11.673C5.1",-0.0270046362988644
"RP11.727A23.5",-0.0270046362988644
"RP4.614C10.2",-0.0270046362988644
"RP4.706A16.3",-0.0270046362988644
"RP5.940J5.9",-0.0270046362988644
"RPGR",-0.0270046362988644
"RPL41P2",-0.0270046362988644
"RPP21",-0.0270046362988644
"RPS11P5",-0.0270046362988644
"RPS15AP10",-0.0270046362988644
"RPS24P8",-0.0270046362988644
"RPSAP15",-0.0270046362988644
"RPTOR",-0.0270046362988644
"SEPN1",-0.0270046362988644
"SERAC1",-0.0270046362988644
"SGPP2",-0.0270046362988644
"SGSM2",-0.0270046362988644
"SIRPG",-0.0270046362988644
"SIRT1",-0.0270046362988644
"SLC10A7",-0.0270046362988644
"SLC15A4",-0.0270046362988644
"SLC2A4RG",-0.0270046362988644
"SLC48A1",-0.0270046362988644
"SPCS2P4",-0.0270046362988644
"SPECC1L",-0.0270046362988644
"SSBP2",-0.0270046362988644
"ST6GALNAC4",-0.0270046362988644
"STAB1",-0.0270046362988644
"STAT5A",-0.0270046362988644
"STEAP1",-0.0270046362988644
"STMN2",-0.0270046362988644
"TAF6L",-0.0270046362988644
"TASP1",-0.0270046362988644
"TBXAS1",-0.0270046362988644
"TCF19",-0.0270046362988644
"TIGD6",-0.0270046362988644
"TMEM150C",-0.0270046362988644
"TMEM161A",-0.0270046362988644
"TMEM209",-0.0270046362988644
"TMEM216",-0.0270046362988644
"TMEM234",-0.0270046362988644
"TMEM52",-0.0270046362988644
"TMEM88",-0.0270046362988644
"TPM2",-0.0270046362988644
"TPPP",-0.0270046362988644
"TRIM10",-0.0270046362988644
"TRIM32",-0.0270046362988644
"TSEN2",-0.0270046362988644
"TSGA10",-0.0270046362988644
"TSNARE1",-0.0270046362988644
"TTLL3",-0.0270046362988644
"TXLNA",-0.0270046362988644
"VMO1",-0.0270046362988644
"WASH2P",-0.0270046362988644
"WDR73",-0.0270046362988644
"WIZ",-0.0270046362988644
"WRAP53",-0.0270046362988644
"XXbac.B135H6.15",-0.0270046362988644
"XYLT1",-0.0270046362988644
"ZBP1",-0.0270046362988644
"ZFP64",-0.0270046362988644
"ZNF12",-0.0270046362988644
"ZNF133",-0.0270046362988644
"ZNF234",-0.0270046362988644
"ZNF429",-0.0270046362988644
"ZNF440",-0.0270046362988644
"ZNF551",-0.0270046362988644
"ZNF585B",-0.0270046362988644
"ZNF689",-0.0270046362988644
"ZNF746",-0.0270046362988644
"ZNF784",-0.0270046362988644
"ZNHIT6",-0.0270046362988644
"PGPEP1",-0.0269628948871187
"ATP9A",-0.0269308756390883
"HMGB3",-0.0269308756390883
"HSBP1L1",-0.0269308756390883
"NUP93",-0.0268658576076555
"NR2F6",-0.0267722529475658
"FRK",-0.0264578829092941
"GOSR1",-0.0264578829092941
"REG4",-0.0262639429125409
"CALD1",-0.026210522906143
"NTAN1",-0.026210522906143
"DHRS4.AS1",-0.0260799881410251
"SFI1",-0.0260723915544828
"CHGA",-0.0260438322362472
"ATP6V0A1",-0.0260241272848483
"EDEM2",-0.0260241272848483
"QRICH1",-0.0260241272848483
"SULT2B1",-0.0260241272848483
"PFN2",-0.0258926516684774
"HMGN2",-0.0258833777577448
"VCL",-0.0258730476275206
"ATP6V1H",-0.0258691644546078
"EEF1E1",-0.0258691644546078
"G6PC3",-0.0258691644546078
"KLC1",-0.0258691644546078
"PALLD",-0.0258691644546078
"DDAH1",-0.0258443708983553
"C19orf48",-0.0257654962904145
"UNG",-0.0257654962904145
"C7",-0.0256543349161466
"NUPR1",-0.02561281449418
"PYCR1",-0.02561281449418
"H2AFX",-0.0256014190155705
"BACE2",-0.0255105448262777
"BIRC5",-0.0255105448262777
"DBF4",-0.0255105448262777
"FNDC1",-0.0255105448262777
"GCSAM",-0.0255105448262777
"GIMAP4",-0.0255105448262777
"GNA12",-0.0255105448262777
"HPDL",-0.0255105448262777
"IGHV1.24",-0.0255105448262777
"MAFF",-0.0255105448262777
"MORC2",-0.0255105448262777
"NME2",-0.0255105448262777
"PLAT",-0.0255105448262777
"RP11.45A17.2",-0.0255105448262777
"RRS1",-0.0255105448262777
"SDC2",-0.0255105448262777
"SLFN11",-0.0255105448262777
"SRBD1",-0.0255105448262777
"STAP1",-0.0255105448262777
"TAB1",-0.0255105448262777
"UBIAD1",-0.0255105448262777
"STT3B",-0.0254897346729479
"LPIN3",-0.0252692326644033
"FAM135A",-0.0252229839578212
"NUB1",-0.0252197611137342
"ARID2",-0.0249739251333502
"GTPBP6",-0.0249739251333502
"MFSD6",-0.0249739251333502
"NUDT16P1",-0.0249739251333502
"RP11.77K12.10",-0.0249739251333502
"RP9",-0.0249739251333502
"VWA8",-0.0249739251333502
"CXCL14",-0.0249668100058629
"TRA2A",-0.0248546078539432
"AGAP6",-0.0248038689311164
"ATG13",-0.0248038689311164
"CASP8",-0.0248038689311164
"CRELD1",-0.0248038689311164
"FLCN",-0.0248038689311164
"GOLT1B",-0.0248038689311164
"GSTZ1",-0.0248038689311164
"IFT88",-0.0248038689311164
"MYRF",-0.0248038689311164
"PHACTR4",-0.0248038689311164
"TMUB2",-0.0248038689311164
"UNC45A",-0.0248038689311164
"WDR74",-0.0248038689311164
"ZNFX1",-0.0248038689311164
"RRM2",-0.0247829934394496
"C16orf62",-0.0245852376005147
"NME1",-0.0244180903679602
"CTGF",-0.0243934521005366
"EXOC1",-0.0243548785761703
"SCAMP5",-0.0243548785761703
"PPP1R1B",-0.0242979754839863
"ACSL1",-0.0242013696002218
"APTR",-0.0242013696002218
"BMP2",-0.0242013696002218
"BRAP",-0.0242013696002218
"CPSF4",-0.0242013696002218
"CSNK2A2",-0.0242013696002218
"CTNNBIP1",-0.0242013696002218
"DDX55",-0.0242013696002218
"EMC8",-0.0242013696002218
"FAM208A",-0.0242013696002218
"FAM83F",-0.0242013696002218
"FXYD5",-0.0242013696002218
"HCLS1",-0.0242013696002218
"HIF1AN",-0.0242013696002218
"IMPACT",-0.0242013696002218
"ING5",-0.0242013696002218
"KANSL2",-0.0242013696002218
"KCTD5",-0.0242013696002218
"KLHL9",-0.0242013696002218
"LIN7B",-0.0242013696002218
"MAMDC4",-0.0242013696002218
"MSH3",-0.0242013696002218
"MX2",-0.0242013696002218
"NIPAL1",-0.0242013696002218
"NMD3",-0.0242013696002218
"NME4",-0.0242013696002218
"PDIA5",-0.0242013696002218
"PML",-0.0242013696002218
"PPP1R36",-0.0242013696002218
"PPP1R37",-0.0242013696002218
"PRMT3",-0.0242013696002218
"PRPS2",-0.0242013696002218
"PRSS16",-0.0242013696002218
"RAB28",-0.0242013696002218
"RAD18",-0.0242013696002218
"SLC2A13",-0.0242013696002218
"SLC2A3",-0.0242013696002218
"TPCN1",-0.0242013696002218
"TRPV6",-0.0242013696002218
"UBAP2",-0.0242013696002218
"WRNIP1",-0.0242013696002218
"ZFX",-0.0242013696002218
"ZNF692",-0.0242013696002218
"ANKRD10",-0.0241833187080899
"PRPF4B",-0.0241647836257621
"CCL2",-0.0241423091985946
"ZWINT",-0.0238566613518789
"ABCF3",-0.0236441340382292
"BAZ2A",-0.0236441340382292
"BCS1L",-0.0236441340382292
"HDAC2",-0.0236441340382292
"MRPL9",-0.0236441340382292
"IARS",-0.0234752769670373
"SLC25A37",-0.0234072601513444
"IGLC2",-0.0233879256151895
"CCZ1",-0.023382571534794
"AARS2",-0.0233729401232787
"AARSD1",-0.0233729401232787
"ABI2",-0.0233729401232787
"AC009133.12",-0.0233729401232787
"AC009495.2",-0.0233729401232787
"AC011298.2",-0.0233729401232787
"AC017104.6",-0.0233729401232787
"AC093838.4",-0.0233729401232787
"ACACA",-0.0233729401232787
"ACSM3",-0.0233729401232787
"ADNP2",-0.0233729401232787
"ADO",-0.0233729401232787
"AF127936.9",-0.0233729401232787
"AFAP1",-0.0233729401232787
"AL109761.5",-0.0233729401232787
"ALDH1B1",-0.0233729401232787
"AMACR",-0.0233729401232787
"AMIGO2",-0.0233729401232787
"AMPD1",-0.0233729401232787
"ANKRD36B",-0.0233729401232787
"ANKRD44",-0.0233729401232787
"AP5S1",-0.0233729401232787
"APH1B",-0.0233729401232787
"APOBEC3A",-0.0233729401232787
"ARFGEF3",-0.0233729401232787
"ARHGAP10",-0.0233729401232787
"ARHGEF39",-0.0233729401232787
"ARHGEF40",-0.0233729401232787
"ASB1",-0.0233729401232787
"ASPHD1",-0.0233729401232787
"ATAD2",-0.0233729401232787
"AURKB",-0.0233729401232787
"AVEN",-0.0233729401232787
"AXIN2",-0.0233729401232787
"B3GALNT2",-0.0233729401232787
"BATF2",-0.0233729401232787
"BBS12",-0.0233729401232787
"BCAM",-0.0233729401232787
"BCAS1",-0.0233729401232787
"BCYRN1",-0.0233729401232787
"BEX2",-0.0233729401232787
"BTBD8",-0.0233729401232787
"BTN2A3P",-0.0233729401232787
"C11orf63",-0.0233729401232787
"C12orf49",-0.0233729401232787
"C14orf93",-0.0233729401232787
"C1RL",-0.0233729401232787
"C1orf54",-0.0233729401232787
"C2orf82",-0.0233729401232787
"C3orf35",-0.0233729401232787
"C9orf72",-0.0233729401232787
"CATSPERG",-0.0233729401232787
"CAV2",-0.0233729401232787
"CCDC122",-0.0233729401232787
"CCDC30",-0.0233729401232787
"CCDC80",-0.0233729401232787
"CCR10",-0.0233729401232787
"CD101",-0.0233729401232787
"CD226",-0.0233729401232787
"CD274",-0.0233729401232787
"CDC23",-0.0233729401232787
"CDC26",-0.0233729401232787
"CELP",-0.0233729401232787
"CENPBD1",-0.0233729401232787
"CEP41",-0.0233729401232787
"CEP68",-0.0233729401232787
"CEP76",-0.0233729401232787
"CEP85",-0.0233729401232787
"CFL1P1",-0.0233729401232787
"CHML",-0.0233729401232787
"CHRM3",-0.0233729401232787
"CHST13",-0.0233729401232787
"CLEC7A",-0.0233729401232787
"CMA1",-0.0233729401232787
"CMAHP",-0.0233729401232787
"CNRIP1",-0.0233729401232787
"CNTN4",-0.0233729401232787
"COL1A1",-0.0233729401232787
"COL6A2",-0.0233729401232787
"COLCA1",-0.0233729401232787
"CSGALNACT2",-0.0233729401232787
"CSNK1G1",-0.0233729401232787
"CTA.292E10.6",-0.0233729401232787
"CTC.250I14.6",-0.0233729401232787
"CTD.2371O3.3",-0.0233729401232787
"CTD.2574D22.3",-0.0233729401232787
"CTU2",-0.0233729401232787
"CYP4A11",-0.0233729401232787
"CYSLTR1",-0.0233729401232787
"DACH1",-0.0233729401232787
"DAGLA",-0.0233729401232787
"DIRC2",-0.0233729401232787
"DKK3",-0.0233729401232787
"DNAAF5",-0.0233729401232787
"DNAJC5B",-0.0233729401232787
"DPH5",-0.0233729401232787
"DPY19L3",-0.0233729401232787
"DTD2",-0.0233729401232787
"DUS2",-0.0233729401232787
"DUSP8",-0.0233729401232787
"DZIP3",-0.0233729401232787
"EFHC2",-0.0233729401232787
"EFNA3",-0.0233729401232787
"EIF4A1",-0.0233729401232787
"ENO2",-0.0233729401232787
"ESYT1",-0.0233729401232787
"EVA1C",-0.0233729401232787
"EXOC3L1",-0.0233729401232787
"FAM129A",-0.0233729401232787
"FAM173B",-0.0233729401232787
"FAM201A",-0.0233729401232787
"FANCG",-0.0233729401232787
"FASN",-0.0233729401232787
"FBF1",-0.0233729401232787
"FBLN1",-0.0233729401232787
"FBLN5",-0.0233729401232787
"FCHSD1",-0.0233729401232787
"FCHSD2",-0.0233729401232787
"FKBP7",-0.0233729401232787
"FLYWCH1",-0.0233729401232787
"FOCAD",-0.0233729401232787
"FOLR2",-0.0233729401232787
"FRZB",-0.0233729401232787
"GAS8",-0.0233729401232787
"GBP5",-0.0233729401232787
"GEM",-0.0233729401232787
"GGACT",-0.0233729401232787
"GIGYF1",-0.0233729401232787
"GIMD1",-0.0233729401232787
"GNG11",-0.0233729401232787
"GP2",-0.0233729401232787
"GRHL2",-0.0233729401232787
"GZF1",-0.0233729401232787
"HARBI1",-0.0233729401232787
"HAS3",-0.0233729401232787
"HEATR1",-0.0233729401232787
"HEATR6",-0.0233729401232787
"HES6",-0.0233729401232787
"HMGXB3",-0.0233729401232787
"HPSE",-0.0233729401232787
"HYAL2",-0.0233729401232787
"ICE2",-0.0233729401232787
"ICOS",-0.0233729401232787
"IFIT1",-0.0233729401232787
"IGF1R",-0.0233729401232787
"IGHV3.21",-0.0233729401232787
"IGLV3.25",-0.0233729401232787
"IKBKAP",-0.0233729401232787
"IKBKE",-0.0233729401232787
"IL2RB",-0.0233729401232787
"IMPDH1",-0.0233729401232787
"IPO13",-0.0233729401232787
"IPO4",-0.0233729401232787
"IPO5",-0.0233729401232787
"IQCG",-0.0233729401232787
"ITPR1",-0.0233729401232787
"JRKL",-0.0233729401232787
