sample_id,gender,type,tissue_old,age,tissue,ACE2,ESR1,ACE1,ESR2,AR,PGR,TMPRSS2
GTEX.145MH.0011.R11a.SM.5P9HQ,male,normal,Brain,20-59,brain,0.364121062,1.010286298,1.202332535,0.976803476,0.096851154,0.239758921,0.156540259
GTEX.145MH.0011.R1b.SM.5PNWY,male,normal,Brain,20-59,brain,0.157700705,0.308703969,1.627217294,0.325815992,0.533953271,0.325815992,-2.68E-08
GTEX.145MH.0011.R3b.SM.5P9JQ,male,normal,Brain,20-59,brain,0.384500662,0.4596244,2.244247322,0.422877941,0.545167679,0.258365674,0.057621193
GTEX.145MH.0011.R7a.SM.5PNWH,male,normal,Brain,20-59,brain,0.14174025,0.319161396,2.556002147,0.049745582,0.685908776,0.419763515,0.025210007
GTEX.145MH.0011.R8a.SM.5PNUL,male,normal,Brain,20-59,brain,0.105191674,0.3142998,1.506672872,0.105191674,1.548094072,0.387665928,0.16261678
GTEX.11I78.2326.SM.5Q5AH,female,normal,Blood Vessel,20-59,NA,0.286155096,1.952505821,1.627936435,0.465712841,2.258832439,2.049159177,-3.62E-08
GTEX.145MH.0426.SM.5LU8T,male,normal,Thyroid,20-59,NA,2.243641953,1.803384942,3.357415496,0.788905351,1.964561963,0.991579656,2.301312266
GTEX.T6MO.0426.SM.32QOI,female,normal,Lung,20-59,lung,1.071606832,1.526908071,2.714121127,1.288643306,1.294382231,0.804791646,3.03494595
GTEX.11ILO.0526.SM.5N9DF,female,normal,Blood Vessel,20-59,NA,0.452711777,1.385270266,1.977323908,0.310521399,1.939061177,2.125432424,0.05930313
GTEX.145MH.1226.SM.5RQJT,male,normal,Esophagus,20-59,NA,0.574131809,1.184401287,2.518154952,0.288324319,1.274387857,1.473867477,0.18816127
GTEX.145MH.1426.SM.5QGPO,male,normal,Nerve,20-59,NA,0.218586865,1.599828593,2.383139239,0.65441562,1.80415867,1.48907283,0.03019453
GTEX.11LCK.0726.SM.5PNYC,male,normal,Blood Vessel,20-59,NA,0.398519524,1.554998427,1.448268425,0.52984769,2.21978126,2.063820855,1.095919148
GTEX.145MH.2326.SM.5O9AW,male,normal,Testis,20-59,testis,2.810287772,1.512485801,3.209715589,2.173444892,1.844864292,1.806823552,1.488901716
GTEX.145MH.2726.SM.5QGQ6,male,normal,Colon,20-59,colon,0.246306723,0.765000513,2.197645365,0.074135842,1.401474153,1.119684941,0.246306723
GTEX.145MH.2826.SM.5RQJF,male,normal,Skin,20-59,skin,0.48616694,0.9995626,1.937567655,0.587867545,1.827645522,0.295919285,0.214789755
GTEX.145MH.2926.SM.5Q5D2,male,normal,Brain,20-59,brain,0.212209653,1.551025198,1.503820728,0.951542907,0.315458334,0.339616816,0.212209653
GTEX.145MH.3026.SM.5Q5DZ,male,normal,Brain,20-59,brain,0.145838658,0.522393399,2.012236803,0.414499129,0.507809828,0.309406645,0.123088973
GTEX.145MH.3126.SM.5S2QT,male,normal,Pituitary,20-59,NA,0.49641674,2.264250567,2.569728628,1.225940098,1.565417442,1.463955429,1.601338877
GTEX.145MI.0011.R10a.SM.5PNZD,female,normal,Brain,60-100,brain,0.285550357,0.252654764,0.84294358,0.125990342,0.405129168,0.391121339,0.21838747
GTEX.145MI.0011.R11a.SM.5P9JZ,female,normal,Brain,60-100,brain,0.473477749,1.17678253,1.949522861,1.007609397,0.166307723,0.144342547,0.187744244
GTEX.145MI.0011.R4b.SM.5PNZH,female,normal,Brain,60-100,brain,0.204685436,0.289988985,0.575774985,0.366627136,0.142111424,0.366627136,0.037923236
GTEX.145MI.0011.R5a.SM.5Q5B4,female,normal,Brain,60-100,brain,0.146842306,0.173003654,0.534356712,0.031763764,0.091539623,0.133403474,0.016047725
GTEX.145MI.0011.R7b.SM.5Q5AZ,female,normal,Brain,60-100,brain,0.045581803,0.115803428,0.203856954,0.074481485,0.074481485,0.045581803,0.19193417
GTEX.145MI.0011.R8b.SM.5PNZ9,female,normal,Brain,60-100,brain,0.199461244,0.183216273,0.246306278,0.132419509,0.183216273,0.345767596,0.078234414
GTEX.11LCK.1426.SM.5HL5R,male,normal,Blood Vessel,20-59,NA,0.220983471,1.451290749,0.598438551,0.379165225,2.241264853,2.096768775,0.170342901
GTEX.145MI.0526.SM.5O9A8,female,normal,Skin,60-100,skin,0.353277734,0.619251141,1.894180619,0.633343028,1.322561088,0.604877092,2.210564216
GTEX.145MI.0626.SM.5SI8S,female,normal,Skin,60-100,skin,0.326135333,1.18450933,1.26808758,0.592516862,1.451337102,0.364355142,1.522019583
GTEX.145MI.0826.SM.5SI95,female,normal,Adipose Tissue,60-100,NA,2.308458576,1.178206143,2.001981038,0.752207844,1.172069362,0.774181737,0.149728223
GTEX.145MI.1126.SM.5O9AK,female,normal,Thyroid,60-100,NA,0.890243333,1.794657611,2.186858173,1.64786532,1.753872578,1.136017625,3.075341566
GTEX.145MI.3126.SM.5Q5CF,female,normal,Brain,60-100,brain,0.145901626,1.174272687,2.060820607,1.08645522,0.21087279,0.381053073,0.346030738
GTEX.145MN.0126.SM.5RQHY,male,normal,Spleen,20-59,NA,-2.57E-08,1.009507762,1.843197478,1.015745347,0.704003396,0.713770196,0.023248735
GTEX.145MN.0326.SM.5QGQI,male,normal,Kidney,20-59,kidney,2.338577579,0.971138091,2.596160285,0.902852451,1.289377677,0.438583543,2.88912747
GTEX.145MN.0626.SM.5QGRH,male,normal,Heart,20-59,heart,2.662568894,0.493092002,1.946996815,0.608028229,1.589412022,1.179359907,0.236214043
GTEX.145MN.0726.SM.5NQBH,male,normal,Heart,20-59,heart,2.244955706,0.477351904,1.814901569,0.688924729,1.804110862,1.118485317,0.022627607
GTEX.TMMY.0926.SM.33HBG,female,normal,Lung,20-59,lung,1.080861504,1.524925268,2.60393723,1.684006079,1.490882825,0.977164641,3.163223999
GTEX.145MN.1026.SM.5NQ9G,male,normal,Esophagus,20-59,NA,1.532041115,0.345269116,1.532041115,0.994950167,1.074068747,0.137963049,2.822809817
GTEX.145MN.1426.SM.5SI9H,male,normal,Pancreas,20-59,pancreas,1.106340083,0.446980232,1.309543298,0.570868773,0.659592999,0.162590662,2.712965407
GTEX.145MN.1526.SM.5SI9T,male,normal,Skin,20-59,skin,0.435332752,0.747156658,1.871110033,0.993173293,1.988122584,0.389797171,1.604824431
GTEX.145MN.1726.SM.5SIA6,male,normal,Colon,20-59,colon,1.681562886,0.473289012,2.498077373,1.090240665,1.194992154,0.318406918,3.190173821
GTEX.145MN.1926.SM.5SIAI,male,normal,Breast,20-59,NA,1.411688311,1.904292454,2.204941063,1.009585741,2.227521173,0.811900513,0.048428816
GTEX.145MN.2226.SM.5SIAU,male,normal,Skin,20-59,skin,0.270858488,0.851798951,1.447742858,0.703004143,1.418030348,0.322855618,1.767589867
GTEX.145MN.2626.SM.5NQAH,male,normal,Adipose Tissue,20-59,NA,0.67859694,1.23310472,2.370895671,1.2388773,2.431535104,0.975900145,0.128394564
GTEX.145MO.0126.SM.5S2QU,male,normal,Testis,60-100,testis,2.762437175,1.836006444,3.401868135,2.31235246,1.658599569,2.016318585,1.719614897
GTEX.145MO.0426.SM.5QGP6,male,normal,Adipose Tissue,60-100,NA,2.317248503,1.406069558,1.948734433,1.123634359,1.846282181,0.991222545,0.36016169
GTEX.145MO.0526.SM.5Q5F7,male,normal,Nerve,60-100,NA,1.229596395,1.45976816,1.96637829,0.761934874,2.047977534,1.164748251,0.621085517
GTEX.145MO.0726.SM.5NQB9,male,normal,Muscle,60-100,NA,0.436770865,0.55810007,0.988593709,0.468834981,1.482154834,0.313878169,0.052040606
GTEX.145MO.0826.SM.5NQBL,male,normal,Breast,60-100,NA,2.122312546,2.51063778,1.574100422,0.86395386,1.865035626,1.775163167,1.394276214
GTEX.145MO.1126.SM.5NQBX,male,normal,Heart,60-100,heart,1.59668313,0.322169681,1.049936933,0.123693339,0.76261468,0.300175024,0.048768358
GTEX.TMMY.0926.SM.4TT1Z,female,normal,Lung,20-59,lung,1.061556222,1.402324499,2.67582108,1.642132196,1.429029672,0.907912688,3.184299045
GTEX.145MO.1426.SM.5Q5BS,male,normal,Esophagus,60-100,NA,1.162639328,0.43595306,1.701703424,0.577799185,1.267209991,0.466399586,2.584562931
GTEX.145MO.1526.SM.5QGQC,male,normal,Esophagus,60-100,NA,1.58627531,1.148888188,1.577442911,0.550122874,1.428756402,1.178598254,0.345465741
GTEX.145MO.2126.SM.5Q5CZ,male,normal,Pancreas,60-100,pancreas,1.335277919,0.549822791,1.192125981,0.5684573,0.540330594,0.263502972,2.670381049
GTEX.145MO.2226.SM.5Q5BN,male,normal,Stomach,60-100,NA,0.331602123,0.471550777,1.640594805,0.369173408,0.76146385,0.664793365,2.716275598
GTEX.145MO.2426.SM.5NQ9W,male,normal,Colon,60-100,colon,0.624048658,0.647169592,2.102786138,0.361255166,1.143201166,1.36082486,0.993681071
GTEX.145MO.2626.SM.5QGPD,male,normal,Colon,60-100,colon,0.973824814,0.620747254,1.301696963,0.292227619,1.330085874,1.557457624,0.169032152
GTEX.145MO.2826.SM.5LU96,male,normal,Skin,60-100,skin,0.751930313,0.916979578,1.692057263,1.099283797,1.615873877,0.595601862,2.651430879
GTEX.145MO.3126.SM.5S2RT,male,normal,Pituitary,60-100,NA,0.403421542,2.070097018,2.616762719,1.022972315,1.241864093,1.311414789,1.468192732
GTEX.146FH.0126.SM.5QGPP,female,normal,Skin,20-59,skin,0.334919661,1.00220667,1.985456239,0.667755626,1.707501942,1.033026875,2.439057783
GTEX.146FH.0226.SM.5QGPQ,female,normal,Adipose Tissue,20-59,NA,1.267816688,1.108319385,2.388094862,0.919268758,2.024360623,0.999349557,0.05461073
GTEX.146FH.0326.SM.5QGPT,female,normal,Nerve,20-59,NA,0.29628884,1.133291219,1.645199203,1.133291219,1.601702085,0.838871006,-3.16E-08
GTEX.11NUK.0726.SM.5A5ME,male,normal,Blood Vessel,20-59,NA,0.124622242,2.196689732,2.249986912,0.260910783,2.423612882,2.637891371,0.208692658
GTEX.146FH.0826.SM.5SI8T,female,normal,Breast,20-59,NA,0.591288945,2.359094094,2.544011673,1.503572969,2.115393504,1.923074059,1.82524096
GTEX.11NV4.0526.SM.5N9BF,male,normal,Blood Vessel,60-100,NA,0.091162779,2.028962559,0.577668043,0.226308571,2.099124812,2.345552696,0.031334667
GTEX.146FH.1026.SM.5RQIF,female,normal,Heart,20-59,heart,1.931967157,0.790018981,2.111341807,0.392349585,1.899633801,1.384139086,0.17144338
GTEX.146FH.1126.SM.5NQAT,female,normal,Heart,20-59,heart,1.81126494,0.993848608,2.162327874,0.338505082,1.655185016,1.14764879,0.08768493
GTEX.TMMY.0926.SM.4VBQZ,female,normal,Lung,20-59,lung,1.039862086,1.172489327,2.584646887,1.483098857,1.317062828,0.807288513,3.091816337
GTEX.11OC5.0426.SM.5Q5AR,male,normal,Blood Vessel,60-100,NA,0.057713556,1.600214767,0.60867209,0.212420943,1.919869236,2.121002427,0.212420943
GTEX.146FH.1626.SM.5NQ9H,female,normal,Esophagus,20-59,NA,0.982794918,0.910295547,1.803996887,0.505258319,1.285225553,1.502153474,0.131086433
GTEX.146FH.1726.SM.5QGQ2,female,normal,Esophagus,20-59,NA,1.393920445,0.412767097,1.842134193,0.863543335,1.115085534,0.326430259,2.92202945
GTEX.146FH.1826.SM.5QGQ7,female,normal,Pancreas,20-59,pancreas,1.916200149,1.612014729,2.489545487,0.664103534,1.58960799,1.594180744,1.984797362
GTEX.146FH.1926.SM.5Q5B2,female,normal,Esophagus,20-59,NA,0.586627042,1.190965398,2.050010004,0.299062293,1.804577703,1.77938065,0.687014755
GTEX.146FH.2026.SM.5SI9I,female,normal,Adipose Tissue,20-59,NA,1.441469229,1.585348123,2.473082768,0.937748889,1.932066385,0.955169049,0.196676828
GTEX.146FH.2126.SM.5SI9U,female,normal,Stomach,20-59,NA,0.744541637,1.14922199,1.817886661,0.385803446,1.641286304,1.191485675,1.934581527
GTEX.146FH.2426.SM.5Q5EW,female,normal,Colon,20-59,colon,0.866219946,0.999931363,2.365178323,0.465312942,1.793666876,1.669147732,2.208031043
GTEX.146FH.2526.SM.5Q5BP,female,normal,Ovary,20-59,NA,1.050511831,2.327448483,1.580625774,2.138457697,2.296624398,2.705264935,0.107653114
GTEX.146FH.2626.SM.5Q5E1,female,normal,Vagina,20-59,NA,0.978414418,3.088208103,2.177927018,1.322871975,2.794612402,2.91755531,2.149082749
GTEX.146FQ.0126.SM.5NQA9,male,normal,Skin,20-59,skin,0.623974739,1.040818569,2.1313093,0.42415976,1.456823418,0.658420852,2.382080231
GTEX.146FQ.0226.SM.5NQAL,male,normal,Adipose Tissue,20-59,NA,0.718369689,1.694705575,2.91567534,0.780354051,1.999086967,1.062582317,0.025182357
GTEX.146FQ.0326.SM.5NQAX,male,normal,Muscle,20-59,NA,0.176074199,1.165641252,1.940375838,0.761340671,1.644915679,0.732237881,0.024009832
GTEX.146FQ.0426.SM.5NQBA,male,normal,Nerve,20-59,NA,0.204565945,1.283053295,2.215586628,0.353378771,1.408592518,0.808816752,-2.78E-08
GTEX.11ONC.0926.SM.5BC5E,male,normal,Blood Vessel,60-100,NA,0.030989806,2.208752229,1.748763837,0.46424024,2.213910011,2.397266422,0.198681024
GTEX.146FQ.0726.SM.5LUA7,male,normal,Thyroid,20-59,NA,1.822335238,1.866578637,2.955856907,0.943153516,1.886345025,0.961365704,2.707562152
GTEX.TMMY.0926.SM.4WKH4,female,normal,Lung,20-59,lung,1.085363933,1.464315397,2.718567653,1.559185016,1.484550312,0.918385638,3.165756976
GTEX.146FQ.1226.SM.5QGQ4,male,normal,Esophagus,20-59,NA,0.379518725,0.524318055,2.210035941,0.28761806,1.227759957,0.877860872,2.961198278
GTEX.146FQ.1526.SM.5Q5CX,male,normal,Pancreas,20-59,pancreas,1.308345125,0.515707348,1.60732785,0.474302896,0.545242846,0.207502043,2.418688457
GTEX.146FQ.1726.SM.5QGPX,male,normal,Prostate,20-59,prostate,0.401662251,1.910865087,2.627851046,0.647707172,2.46130224,1.383628581,3.497500409
GTEX.146FQ.1926.SM.5NQBY,male,normal,Colon,20-59,colon,1.947570245,0.557775957,2.681639856,0.532990241,0.638679133,0.627622667,3.15494148
GTEX.146FQ.2126.SM.5RQHU,male,normal,Skin,20-59,skin,0.377186468,1.423759808,2.240120548,1.014758089,1.969469021,0.751177979,2.120469821
GTEX.146FR.0126.SM.5Q5F3,female,normal,Pancreas,60-100,pancreas,0.84724266,0.531042805,1.28391369,0.303287479,0.382998474,0.131767115,2.7611578
GTEX.146FR.0226.SM.5Q5F6,female,normal,Adipose Tissue,60-100,NA,1.676271589,1.069395323,1.865617433,1.021216691,1.57713776,0.727684379,1.494745449
GTEX.146FR.0326.SM.5SI8U,female,normal,Thyroid,60-100,NA,1.043816121,1.599912568,2.019094478,0.918178961,1.755586661,0.946963216,2.986353607
GTEX.146FR.0426.SM.5SI97,female,normal,Esophagus,60-100,NA,2.021890435,0.500801903,1.772331177,0.917106221,1.252717525,0.392160944,2.463020132
GTEX.146FR.0526.SM.5Q5EX,female,normal,Esophagus,60-100,NA,0.524633848,0.825004245,1.55979683,0.437916418,1.536315412,1.082352391,0.299898881
GTEX.146FR.0626.SM.5RQJ1,female,normal,Heart,60-100,heart,2.308425377,0.58386308,1.330715588,0.373210591,1.645066234,1.292682942,0.124659527
GTEX.146FR.0926.SM.5QGPE,female,normal,Heart,60-100,heart,1.907453246,0.744602619,1.319829263,0.143120422,1.469151168,0.998142747,-2.42E-08
GTEX.11ONC.1126.SM.5GU6G,male,normal,Blood Vessel,60-100,NA,0.634505611,2.013601597,1.956230145,0.217430667,1.628747655,2.103791762,0.07832619
GTEX.146FR.1326.SM.5SIAJ,female,normal,Skin,60-100,skin,0.933921891,0.969614326,1.804100358,0.825787964,1.797428312,0.782228471,2.258868726
GTEX.146FR.1426.SM.5SIAV,female,normal,Nerve,60-100,NA,1.244156113,1.359783074,1.863598423,0.776742632,2.067181838,0.967901321,0.161598671
GTEX.146FR.1526.SM.5SIB8,female,normal,Adrenal Gland,60-100,NA,0.759640967,1.358676987,2.259281322,1.976050948,1.111477282,1.14623715,0.29599351
GTEX.11ONC.2726.SM.5N9DZ,male,normal,Blood Vessel,60-100,NA,0.286612558,1.901566786,2.033414316,0.244673426,1.859691269,2.082051723,0.027571988
GTEX.146FR.1726.SM.5Q5DT,female,normal,Muscle,60-100,NA,1.030217065,0.655243502,1.379433411,0.475709852,1.640779039,0.45883963,0.055053702
GTEX.146FR.1826.SM.5QGPF,female,normal,Adipose Tissue,60-100,NA,2.174974992,1.046149526,2.225126942,1.771913813,2.217925929,1.242215269,1.407007724
GTEX.146FR.2026.SM.5NQAI,female,normal,Stomach,60-100,NA,0.987044854,1.054286689,1.820462248,0.353283997,1.97039127,1.602659951,1.632281039
GTEX.146FR.2426.SM.5NQAU,female,normal,Vagina,60-100,NA,0.988596504,2.206257799,2.239070688,1.050315336,2.315046751,1.610891716,1.64255712
GTEX.14753.0011.R10b.SM.5S2WE,male,normal,Brain,60-100,brain,0.224396459,0.087681925,1.053338263,0.166597721,0.070902897,0.087681925,-2.02E-08
GTEX.14753.0011.R5a.SM.5S2VW,male,normal,Brain,60-100,brain,-1.72E-08,0.060744812,0.493029279,0.015653904,0.060744812,0.060744812,0.060744812
GTEX.14753.0011.R6b.SM.5S2UD,male,normal,Brain,60-100,brain,0.058173334,0.072014461,0.621054237,0.044057419,0.014981288,0.014981288,0.029663614
GTEX.14753.0011.R8b.SM.5S2U1,male,normal,Brain,60-100,brain,0.029566833,0.349737252,0.302559171,0.014932162,0.085328582,0.196778926,-1.64E-08
GTEX.11P7K.2326.SM.5EGKZ,male,normal,Blood Vessel,20-59,NA,0.128201386,1.132397175,1.619840655,0.103943683,1.706009795,1.752664916,0.359179968
GTEX.11P81.0326.SM.5HL6B,female,normal,Blood Vessel,20-59,NA,0.37113153,1.451282447,1.855244194,0.279039836,2.413524386,2.535865694,0.176913836
GTEX.11P81.2726.SM.59876,female,normal,Blood Vessel,20-59,NA,0.230287678,1.738113434,1.582438041,0.207347998,1.940576471,2.269910643,0.183812724
GTEX.14753.0426.SM.5NQAM,male,normal,Skin,60-100,skin,0.523208319,0.548518941,1.658678692,0.8343993,1.344832239,0.367188305,1.681127139
GTEX.14753.0526.SM.5QGPR,male,normal,Muscle,60-100,NA,1.099289612,0.778701577,0.345854548,1.000329149,1.538663139,0.63018479,-2.87E-08
GTEX.14753.0626.SM.5Q5CY,male,normal,Testis,60-100,testis,2.742137167,1.724710717,3.201934483,2.131543346,1.750314059,1.772785414,1.972872951
GTEX.14753.0726.SM.5QGQO,male,normal,Skin,60-100,skin,0.991553725,0.871364786,1.996351312,0.934119261,1.46462045,0.569597942,1.906522517
GTEX.14753.0926.SM.5Q5BI,male,normal,Thyroid,60-100,NA,2.475507092,1.808881062,2.575922985,0.975546586,1.324927119,1.158520355,3.166727521
GTEX.14753.1626.SM.5NQ9L,male,normal,Liver,60-100,liver,0.395626494,1.512817953,0.466547156,0.077866408,2.068653805,0.039838232,2.1999793
GTEX.14753.1726.SM.5NQ9X,male,normal,Adrenal Gland,60-100,NA,0.495545237,0.571180911,1.067971005,1.569331357,0.400069526,0.34688508,-1.91E-08
GTEX.14753.1926.SM.5NQAA,male,normal,Esophagus,60-100,NA,1.924062235,1.028409476,1.905970775,0.564377792,1.267735235,1.087605583,0.506322441
GTEX.14753.2426.SM.5LU8U,male,normal,Breast,60-100,NA,2.800354419,1.577506772,1.760209314,0.859312735,1.791366996,0.642204717,0.73511503
GTEX.11P82.0126.SM.5HL72,male,normal,Blood Vessel,20-59,NA,1.444024582,1.189173915,1.644801995,0.221642542,2.394089645,2.214957327,0.221642542
GTEX.14753.2926.SM.5LU9J,male,normal,Pituitary,60-100,NA,0.343426911,1.834741408,2.757548076,0.860132156,1.01126616,0.789091627,1.099759724
GTEX.1477Z.0011.R10b.SM.5S2RF,male,normal,Brain,60-100,brain,0.058886647,0.077627555,1.132386799,0.058886647,0.288411684,0.148577516,0.113874237
GTEX.1477Z.0011.R3b.SM.5PNX9,male,normal,Brain,60-100,brain,0.068875747,0.147228687,0.888796552,0.116836649,0.17645898,0.190669155,0.035184792
GTEX.1477Z.0011.R5b.SM.5PNUO,male,normal,Brain,60-100,brain,0.067200516,0.323857595,1.34689718,0.098742726,0.143740277,0.312363583,0.098742726
GTEX.TSE9.0726.SM.3DB8C,female,normal,Lung,60-100,lung,0.051116872,1.420162194,2.772108634,0.445910164,1.211813326,1.154235509,2.70072494
GTEX.1477Z.1126.SM.5P9GK,male,normal,Heart,60-100,heart,2.231315004,1.04529769,1.909284378,0.416837391,1.27170916,1.141746709,0.022183659
GTEX.1477Z.1526.SM.5SI9V,male,normal,Nerve,60-100,NA,0.406042784,1.100497374,1.584810262,0.733282333,1.261556885,0.832932375,0.074089487
GTEX.1477Z.1626.SM.5SIA8,male,normal,Muscle,60-100,NA,0.333696599,1.106309233,0.993677143,1.899994815,1.354360012,0.532565639,0.072899904
GTEX.1477Z.2226.SM.5QGPG,male,normal,Prostate,60-100,prostate,0.770475113,2.117439615,2.587153944,1.059801779,1.865082288,1.175607339,2.673768502
GTEX.1477Z.2826.SM.5SI9J,male,normal,Pituitary,60-100,NA,0.275104259,2.267450712,2.485505077,1.021052531,1.299459653,0.762973079,1.70816503
GTEX.147F3.0126.SM.5NQBJ,female,normal,Spleen,20-59,NA,-2.69E-08,1.051625291,1.828290916,1.11247106,0.689822936,0.869411394,0.178769403
GTEX.147F3.0226.SM.5NQBV,female,normal,Muscle,20-59,NA,0.589172764,0.84104821,0.939572317,0.477236029,1.215915337,0.436003606,0.023356423
GTEX.11TT1.1526.SM.5EQKU,male,normal,Blood Vessel,20-59,NA,0.473706345,0.930982344,1.201561197,0.266845292,2.114526979,1.692703872,0.059650552
GTEX.147F3.0526.SM.5SI98,female,normal,Skin,20-59,skin,1.086625678,1.086625678,1.699313957,1.268656573,1.513991434,0.654193665,1.792768446
GTEX.147F3.0626.SM.5NQ9I,female,normal,Adipose Tissue,20-59,NA,2.671433598,1.42489291,1.883889371,1.377752734,1.785238304,0.792787719,-2.71E-08
GTEX.U3ZH.0526.SM.3DB75,male,normal,Lung,20-59,lung,0.44542074,1.77349097,3.331210289,0.942536625,1.665307786,1.584187627,2.527001228
GTEX.147F3.0826.SM.5NQA7,female,normal,Esophagus,20-59,NA,1.430774338,0.510012786,1.7530416,0.832147884,1.083299252,0.365236981,2.599810766
GTEX.147F3.1526.SM.5SIAK,female,normal,Vagina,20-59,NA,0.359023002,2.951326327,1.841598273,0.568750123,2.840552239,2.512255654,0.819732699
GTEX.147F3.1726.SM.5SIAW,female,normal,Skin,20-59,skin,0.491010755,1.287325163,1.381654522,1.062137978,1.861198734,0.711137764,1.714268869
GTEX.147F3.1926.SM.5SIB9,female,normal,Colon,20-59,colon,1.652002065,0.540014551,2.416892611,0.851806242,0.359329223,0.428846368,2.945655305
GTEX.11TT1.2726.SM.5LU8L,male,normal,Blood Vessel,20-59,NA,0.029899549,1.400639237,0.603631125,0.392166791,1.883633011,1.864988368,0.141017393
GTEX.147F4.0011.R10b.SM.5S2WC,male,normal,Brain,20-59,brain,0.046986417,0.268212376,1.613775437,0.232000469,0.285761946,0.154599542,-2.63E-08
GTEX.147F4.0011.R6b.SM.5S2UP,male,normal,Brain,20-59,brain,0.112506529,0.141826497,1.224479997,0.141826497,0.18377197,0.081998684,0.097407947
GTEX.147F4.0011.R8b.SM.5S2UN,male,normal,Brain,20-59,brain,0.020306423,0.640163262,1.212070885,0.096943421,0.731731175,0.739467681,0.246917112
GTEX.11TUW.0926.SM.5EQMW,male,normal,Blood Vessel,60-100,NA,-3.45E-08,1.458791547,0.640042205,0.446726244,2.122943301,2.116624142,0.031138253
GTEX.147F4.0226.SM.5QGPW,male,normal,Skin,20-59,skin,0.164561937,1.253054684,2.191216225,0.723503271,1.461400286,1.184713073,2.629043071
GTEX.147F4.0626.SM.5LUAK,male,normal,Testis,20-59,testis,2.873335601,1.431667884,2.998588973,1.896858106,2.09912491,1.331175577,1.496696734
